,,,Spreadsheet Map,,,,,,,,,,,,,,
,녀석,"(bound noun) guy, fellow",,,언니,older sister (of a female),,,,,,,청년,"young man, young people, youth",,,
,놈,"(informal) guy; jerk, punk; (bound noun) can refer to a person or thing in a negative way",,,누나,older sister (of a male),,,,,,,,,,,
,여보,"Honey, Dear",,,자매,sisters,,,,,,,교포,ethnic Korean living abroad,,,
,바보,"fool, stupid person, idiot; retard",,,남매,brother and sister,,,,,,,신사,gentleman,,,
,멍청이,"stupid person,idiot, fool, moron",,,쌍둥이,twins,,,,,,,미인,beautiful woman (face or figure),,,
,새끼,"young animal; baby, child, kid; (offensive) bastard, creep, son of a bitch; straw, rope",,,사촌,cousin,,,,,,,,,,,
,구두쇠,"cheapskate, scrooge, penny pincher",,,조카,"nephew, niece",,,,,,,,,,,
,,,,,고모,aunt (father's sister),,,,,,,,,,,
,,,,,고모부,father's sister's husband,,,,,,,,,,,
,무,"radish; nothing, zero; tie (win/lose); being military",,,이모,aunt (mother's sister),,,,,,,,,,,
,감자,potato; capital reduction,,,이모부,uncle in law; mother's sister's husband,,,,,,,,,,,
,죽,"porridge, gruel; in a row; throughout, during; far away",,,삼촌,uncle,,,,,,,,,,,
,국,"soup, nation, country, state",,,외삼촌,uncle (mother's brother),,,,,,,,,,,
,일식,Japanese-style food; solar eclipse,,,,,,,,,,,,,,,
,파,"green onion; group, clique, faction; par",,,,,,,,,,,,,,,
,김,"dried seaweed; steam, fizz, warm breath",,,,,,,,,,,,,,,
,알,"egg (any animal), spawn; lens; grain",,,,,,,,,,,,,,,
,먹이,"food, feed; prey",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Verbs,,Present,Past,Future,,,,,,Present,Past,Future,,,,,
,있다,있어요,있었어요,있을 거예요,"to be, exist, have",,,,끝나다,끝나요,끝났어요,끝날 거예요,"to finish, end, close, complete (regardless of the speaker something ends)",,,,
,없다,없어요,없었어요,없을 거예요,to not exist/to not have,,,,끝내다,끝내요,끝냈어요,끝낼 거예요,"to finish, end, complete, conclude (actively ending something, affected by will/intention)(needs subject and object)",,,,
,계시다,계셔요,계셨어요,계실 거예요,"to exist (honorific); be present, stay",,,,마치다,마쳐요,마쳤어요,마칠 거예요,"to finish, complete, end, wrap up (longer term commitments that can't be stopped)",,,,
,이다,이에요/예요,이었어요/였어요,일 거예요,"is, to be, am, are",,,,그만두다,그만둬요,그만뒀어요,그만둘 거예요,"to stop, cease; leave, quit, give up, abandon (longer term/permanent)(needs an object)",,,,
,아니다,아니에요,아니었어요,아닐 거예요,"no, be not, disagree; your welcome (present)",,,,닫다,닫아요,닫았어요,닫을 거예요,"to close, shut, shut down",,,,
,,,,,,,,,닫히다,닫혀요,닫혔어요,닫힐 거예요,"to be closed, shut; shut up",,,,
*,굴다,굴어요,굴었어요,굴 거예요,"to behave, act (in a certain way)",,,,덮다,덮어요,덮었어요,덮을 거예요,"to cover, shut, close; hide, conceal, suppress",,,,
,부리다,부려요,부렸어요,부릴 거예요,"to manage, handle; perform (show a skill), have (undesireable personality/act); unload; raise, create",,,,가리다,가려요,가렸어요,가릴 거예요,"to cover, hide, shield, conceal; distinguish, differentiate; be picky; be shy",,,,
,,,,,,,,,감싸다,감싸요,감쌌어요,감쌀 거예요,"to cover, wrap (up), shelter; take sides (with someone)",,,,
,갖다,갖아요,갖았어요,갖을 거예요,"to have, hold; own, possess; have a relationship; target",,,,,,,,,,,,
,가지다,가져요,가졌어요,가질 거예요,"to have, carry, own, posses, get?",,,,,,,,,,,,
,가져오다,가져와요,가져왔어요,가져올 거예요,"to bring (something), get, incur, cause",,,*,바르다,발라요,발랐어요,바를 거예요,"to apply, put on, cover, plaster, spread; straight, upright; correct, right; bone, debone",,,,
,가져가다,가져가요,가져갔어요,가져갈 거예요,"to (go and) bring, take (along), carry",,,,,,,,,,,,
,,,,,,,,,막히다,막혀요,막혔어요,막힐 거예요,"to be blocked, be stopped, clogged, closed",,,,
,,,,,,,,,막다,막아요,막았어요,막을 거예요,"to block, close, keep out; stop, prevent, defend; repay",,,,
*,싣다,실어요,실었어요,실을 거예요,"to load, get aboard/into, carry, publish; have, take",,,,,,,,,,,,
,타다,타요,탔어요,탈 거예요,"to ride, get in; be burnt",,,,잠그다,잠가요,잠갔어요,잠글 거예요,"to lock, fasten; turn off, shut; submerge; invest",,,,
,태우다,태워요,태웠어요,태울 거예요,"to burn, scorch, tan; give a ride, take aboard; worry (about)",,,,,,,,,,,,
,태워주다,태워줘요,태워줬어요,태워줄 거예요,to give a person a ride,,,,그치다,그쳐요,그쳤어요,그칠 거예요,"to cease, let up (natural phenomena); stop (something stops); end up (something does not progress from a certain state)",,,,
,,,,,,,,,멈추다,멈춰요,멈췄어요,멈출 거예요,"to stop (someone/thing), cease, halt, stay still (ongoing movement, operation, action)",,,,
,받다,받아요,받았어요,받을 거예요,"to receive, accept, get, take",,,*,말다,말아요,말았어요,말 거예요,"to roll up; quit doing, not do (an action), stop doing (an action that you want to stop)(see 지마세요)",,,,
,받아들이다,받아들여요,받아들였어요,받아들일 거예요,"to accept, embrace, adopt, absorb, receive; comply (with), consent (to)",,,,,,,,,,,,
,얻다,얻어요,얻었어요,얻을 거예요,"to obtain, acquire, get, gain",,,*,걸다,걸어요,걸었어요,걸을 거예요,"to hang (prevent an object from falling); lock, fasten; arrange; insert; start (a machine); implicate; make a call; order; rich, thick",,,,
,,,,,,,,,지우다,지워요,지웠어요,지울 거예요,"to erase, cross out, delete; wash off; have an abortion; load, put something on",,,,
,,,,,,,,,없애다,없애요,없앴어요,없앨 거예요,"to remove, get rid of, eliminate, make something not exist; waste, spend (wastefully); kill, murder",,,,
,가다,가요,갔어요,갈 거예요,to go,,,,,,,,,,,,
,갔다,,,,I went,,,*,자르다,잘라요,잘랐어요,자를 거예요,"to cut (bigger), separate; fire, dismiss; refuse; stop interrupt; declare, assert",,,,
,갔다오다,갔다와요,갔다왔어요,갔다올 거예요,to go and come back (someone is leaving),,,,잘리다,잘려요,잘렸어요,잘릴 거예요,"to be fired, cut, kicked out, flunked out",,,,
,가보다,가봐요,가봤어요,가볼 거예요,to have been to a place,,,,베다,베요,벴어요,벨 거예요,"to cut, slash, saw, decapitate; rest one's head on",,,,
,,,,,,,,*,썰다,썰어요,썰었어요,썰 거예요,"to cut (up into small pieces but bigger and neater than 다지다), chop, slice, dice",,,,
,,,,,,,,,끊다,끊어요,끊었어요,끊을 거예요,"to cut off, break off; stop, quit, disconnect, pause",,,,
,오다,와요,왔어요,올 거예요,to come,,,,끊어지다,끊어져요,끊어졌어요,끓어질 거예요,"to be cut off, disconnected; lose contact with; expire, die",,,,
,,,,,,,,,끊기다,끊겨요,끊겼어요,끊길 거예요,"to be cut off, stopped, broken, disconnected (interchangeable with 끊어지다)",,,,
,,,,,,,,,긁다,긁어,긁었어요,긁을 거예요,"to scratch, scrape; squeeze, extort; irritate, provoke",,,,
,서다,서요,섰어요,설 거예요,"to stand (up), erect, build; stop",,,,깎다,깎아요,깎았어요,깎을 거예요,"to peel, trim, cut, shave; discount (cut the price); humiliate",,,,
,앉다,앉아요,앉았어요,앉을 거예요,"to sit, sit down",,,,까다,까요,깠어요,깔 거예요,"to peel (with hands), strip down; tackle, hit; hatch; deduct; knock (insult)",,,,
,달리다,달려요,달렸어요,달릴 거예요,"to run, sprint; depend on",,,,,,,,,,,,
,달려가다,달려가요,달려갔어요,달려갈 거예요,"to run, dash, rush (somewhere)",,,*,붓다,부어요,부었어요,부을 거예요,"to pour (into); pay in installments; become swollen, swell (up); be sulky",,,,
,달려오다,달려와요,달려왔어요,달려올 거에요,"to come running, come quickly",,,,흘리다,흘려요,흘렸어요,흘릴 거예요,"to spill, shed, leak (tears, blood etc.); show, display; drop, misplace",,,,
,뛰다,뛰어요,뛰었어요,뛸 거예요,"to jump; run, dash; take off, get away; work as, serve as",,,,쏟다,쏟아요,쏟았어요,쏟을 거예요,"to spill, pour; concentrate, devote oneself to; pour out, vent",,,,
,뛰어가다,뛰어가요,뛰어갔어요,뛰어갈 거예요,"to run, dash (might be slightly more common spoken and only for people/animals)",,,,쏟아지다,쏟아져요,쏟아졌어요,쏟아질 거예요,"to pour, gush (out of); be rushed",,,,
,,,,,,,,,,,,,,,,,
,쫓다,쫓아요,쫓았어요,쫓을 거예요,"to chase, pursue",,,,깨뜨리다,깨뜨려요,깨뜨렸어요,깨뜨릴 거예요,"(accident) to break, destroy, crash; frustrate, disturb, violate",,,,
,,,,,,,,,깨지다,깨져요,깨졌어요,깨질 거예요,"to be broken, get broken; be hurt, injured (broken into many pieces)",,,,
*,걷다,걸어요,걸었어요,걸을 거예요,to walk,,,,부러지다,부러져요,부러졌어요,부러질 거예요,"to break, be broken, fracture, snap off; be clear, perfect (items of length)",,,,
*,걸어가다,걸어요,걸었어요,걸 거예요,"to walk (somewhere), go somewhere on foot",,,,부서지다,부서져요,부서졌어요,부서질 거예요,"to break, be broken, smashed, shattered, destroyed (variety of things); become out of order",,,,
,걸어오다,걸어와요,걸어왔어요,걸어올 거예요,"to come by foot, walk down, follow",,,,차이다,차여요,차였어요,차일 거예요,"to be dumped, get kicked",,,,
,걸어다니다,걸어다녀요,걸어다녔어요,걸어다닐 거예요,"to walk, walk around (about, aimlessly/or general walk)",,,,찢다,찢어요,찢었어요,찢을 거예요,"to tear, rip",,,,
,,,,,,,,,,,,,,,,,
,밟다,밟아요,밟았어요,밟을 거예요,"to step on, trample; trail after, shadow, follow, track (down); go through, undergo",,,,헤어지다,헤어져요,헤어졌어요,헤어질 거예요,"to break up, part, separate, split",,,,
,딛다,딛어요,딛었어요,딛을 거예요,"to put a foot on the ground, step (on), stamp; overcome, get over",,,,차다,차요,찼어요,찰 거예요,"to kick, jump, dump, ditch, drop; be cold, chilly; be full (of), be filled (with), taken, occupied, full; to wear, put on",,,,
,,,,,,,,,,,,,,,,,
*,이르다,이르러요,이르렀어요,이를 거예요,"to arrive, reach, get to, attain; be early, premature; tell, say, let someone know, refer to",,,,,,,,,,,,
,,,,,,,,,채우다,채워요,채웠어요,채울 거예요,"to fill (in/up), pack; meet, make, fulfill, satisfy; lock, fasten, button",,,,
,,,,,,,,,,,,,,,,,
,나서다,나서요,나섰어요,나설 거예요,"to come forward, come out; interfere (in); set out, take action, get started",,,,파다,파요,팠어요,팔 거예요,"to dig, excavate; carve; concentrate on; remove",,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,열다,열어요,열었어요,열 거예요,to open,,,,
,따르다,따라요,따랐어요,따를 거예요,"to follow, go after; be fond of, love; to pour, fill",,,,열리다,열려요,열렸어요,열릴 거예요,"to be open, be opened; be unlocked; be held, take place",,,,
,따라가다,따라가요,따라갔어요,따라갈 거예요,"to follow, go after, catch up (with); catch up (with) equal",,,,펴다,펴요,폈어요,펼 거예요,"to open, unfold, spread; smooth; straighten, stretch",,,,
,따라오다,따라와요,따라왔어요,따라올 거예요,"to follow, come with, catch up (with); imitate; happen together",,,,펼치다,펼쳐요,펼쳤어요,펼칠 거예요,"to open, unroll, outstretch, spread; present (colloquial/swiftly open)",,,,
,따라다니다,따라다녀요,따라다녔어요,따라다닐 거예요,"to follow (somebody around), chase; linger, not disappear",,,,펼쳐지다,펼쳐져요,펼쳐졌어요,펼쳐질 거예요,"to spread, stretch out, unfold (passive)",,,,
,,,,,,,,,접다,접어요,접었어요,접을 거예요,to fold,,,,
,도망치다,도망쳐요,도망쳤어요,도망칠 거예요,"to escape, run away, make off, flee",,,,뿌리다,뿌려요,뿌렸어요,뿌릴 거예요,"to sprinkle, spray, scatter; distribute, disperse",,,,
,도망가다,도망가요,도망갔어요,도망갈 거예요,"to (go) run away, escape",,,,번지다,번져요,번졌어요,번질 거예요,"to spread (expanding), run",,,,
,빠져나가다,빠녀나가요,빠져나갔어요,빠져나갈 거예요,"to escape, slip away, get out, evade (with intent)",,,,벌리다,벌려요,벌렸어요,벌릴 거예요,"to open, widen, stretch out (body parts mostly?)",,,,
,빠져나오다,빠져나와요,빠져나왔어요,빠져나올 거예요,"to escape, get out (of)",,,,,,,,,,,,
,벗어나다,벗어나요,벗어났어요,벗어날 거예요,"to get out, deviate, escape, break away (from) (naturally); be off the point",,,,,,,,,,,,
,달아나다,달아나요,달아났어요,달아날 거예요,"to run away, escape (used as something metaphorically runs away)",,,,다리다,다려요,다렸어요,다릴 거예요,"to iron, press",,,,
,비키다,비켜요,비켰어요,비킬 거예요,"to get out of the way, step aside/back; excuse oneself, leave someone alone",,,,,,,,,,,,
,물러서다,물러서요,물러섰어요,물러설 거예요,"to step back, back off, back up; withdraw, resign",,,,켜다,켜요,켰어요,켤 거예요,"to turn on, switch on, light, ignite; saw (cut), play; gulp, guzzle; stretch",,,,
,,,,,,,,,켜져있다,켜져있어요,켜져있었어요,켜져있을 거예요,"to be lightened, be on",,,,
,다니다,다녀요,다녔어요,다닐 거예요,"to go (frequently) somewhere for a purpose, attend",,,,끄다,꺼요,껐어요,끌 거예요,"to turn off, put out, extinguish; solve",,,,
,다녀오다,다녀와요,다녀왔어요,다녀올 거예요,"to go/visit and come back, be back, come back",,,,꺼지다,꺼져요,꺼졌어요,꺼질 거예요,"to be extinguished, be turned off, go out, be blown out; sink, fall in, fade, disappear; become hollow, become sunken",,,,
,,,,,,,,,,,,,,,,,
,둘러보다,둘러봐요,둘러봤어요,둘러볼 거예요,"to look around, browse",,,,커지다,커져요,커졌어요,커질 거예요,"to grow big, expand, increase; become serious",,,,
,,,,,,,,,키우다,키워요,키웠어요,키울 거예요,"to grow, bring up, make stronger, keep (you are the person observing the growth)",,,,
,돌다,돌아요,돌았어요,돌 거예요,"to spin, turn, rotate, revolve; go around",,,*,자라다,자라요,자랐어요,자랄 거예요,"to grow up, grow, be raised, mature",,,,
,돌아가다,돌아가요,돌아갔어요,돌아갈 거예요,"to go back, return; return to, be restored; work, operate; spin, rotate; be divided/distributed",,,,기르다,길러요,길렀어요,기를 거예요,"to raise, look after; grow; train, develop (length/you are putting in the effort to cultivate)",,,,
,돌아가시다,돌아가셔요,돌아가셨어요,돌아가실 거예요,"to pass away, die (hon); return (to), go back (to); be restored, revert; make a detour",,,,돌보다,돌봐요,돌봤어요,돌볼 거예요,"to look after, take care of",,,,
,돌아오다,돌아와요,돌아왔어요,돌아올 거예요,"to return, come back, return to, restore; receive, achieve",,,,가꾸다,가꿔요,가꿨어요,가꿀 거예요,"to grow, cultivate (plants); take care of, tend; decorate, make oneself look good",,,,
,돌아보다,돌아봐요,돌아봤어요,돌아볼 거예요,"to turn around (and see), look back, look into; reflect on, think back (on)",,,,피다,펴요,폈어요,필 거예요,"to bloom, blossom, flower; burn; look great",,,,
,되돌리다,되돌려요,되돌렸어요,되돌릴 거예요,"to restore, put back; return, give something back; make something change it's direction towards the opposite way",,,,,,,,,,,,
,,,,,,,,,되다,돼요,됐어요,될 거예요,"to become, get, turn into; be possible, done, available; okay",,,,
*,틀다,틀어요,틀었어요,틀 거예요,"to twist, turn, distort; switch on; tie up (one's hair)",,,,,,,,,,,,
,삐다,뼈요,뼜어요,삘 거예요,"to sprain, twist",,,,,,,,,,,,
,,,,,,,,*,낫다,나아요,나았어요,나을 거예요,"to heal, recover; better (than)",,,,
,,,,,,,,,고치다,고쳐요,고쳤어요,고칠 거예요,"to fix, repair",,,,
*,들르다,들러요,들렀어요,들를 거예요,"to stop by, drop by",,,,,,,,,,,,
,문병가다,문병가요,문병갔어요,문병갈 거예요,to visit a sick person,,,,,,,,,,,,
,찾아가다,찾아가요,찾아갔어요,찾아살 거예요,to visit; collect,,,,감동시키다,감동시켜요,감동시켰어요,감동시킬 거에요,"to impress, move (someone)",,,,
,찾아오다,찾아와요,찾아왔어요,찾아올 거예요,"to come see someone, come visit; collect, retrieve something",,,,,,,,,,,,
,,,,,,,,,좋아지다,좋아져요,좋아졌어요,좋아질 거예요,"to become good, improve, get better; come to like, become fond of",,,,
,,,,,,,,,좋다,,,,"to be good, to like",,,,
,떠나다,떠나요,떠났어요,떠날 거예요,"to leave (stronger/longer), depart, start off; pass away",,,,,,,,,,,,
,,,,,,,,,꾸미다,꾸며요,꾸몄어요,꾸밀 거예요,"to make up, make beautiful, decorate; write up, draw up; invent, fabricate, manufacture; scheme, conspire; modify",,,,
,앞서다,앞서요,앞섰어요,앞설 거예요,"to go before, precede, get ahead of, take the lead",,,,,,,,,,,,
,,,,,,,,*,곱다,고와요,고왔어요,고울 거예요,"to be pretty, lovely, fair (inner/natural beauty that can include character)",,,,
,나다,나요,났어요,날 거예요,"to arise out of, happen, come out/up; break out (accident/fire); to occur, to give off sensory/emotional effect",,,,예쁘다,예뻐요,예뻤어요,예쁠 거예요,"to be pretty, beautiful, cute",,,,
,나가다,나가요,나갔어요,나갈 거예요,"to go out, go outside, leave",,,*,아름답다,아름다워요,아름다웠어요,아름다울 거예요,to be beautiful (slightly more formal than 예쁘다/can be used in reference to beautiful things that are far away),,,,
,나오다,나와요,나왔어요,나올 거예요,to come out,,,*,귀엽다,귀여워요,귀여웠어요,귀여울 거예요,to be cute,,,,
,나타나다,나타나요,나타났어요,나타날 거예요,"to appear (something that was hidden); turn up, show up (a sign that something will or has occured); be revealed; be expressed, displayed",,,,밝다,밝아요,밝았어요,밝을 거예요,"to be bright (focus on the amount of light), light; be promising; sharp, keen",,,,
,나타내다,나타내요,나타냈어요,나타낼 거예요,"to express, display; show, turn up, appear; show, reveal; represent, stand for",,,,밝히다,밝혀요,밝혔어요,밝힐 거예요,"to brighten (up), lighten, turn on a light; clarify, disclose, reveal; stay up; be crazy for; give hope",,,,
,,,,,,,,,빛나다,빛나요,빛났어요,빛날 거예요,"to shine, sparkle, twinkle, gleam (subject is the source of the shine); glow (look valuable)",,,,
,가리키다,가리켜요,가리켰어요,가리킬 거예요,"to point to, indicate, gesture (to); show, read; refer to, mean, imply",,,,비추다,비춰요,비췄어요,비출 거예요,"to light up, shed light (on); reflect mirror; consider, reflect (on)",,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,*,어둡다,어두워요,어두웠어요,어두울 거예요,"to be dark, gloomy; not good",,,,
,들다,들어요,들었어요,들 거예요,"to come in, enter; hold, have, contain, take; to lift, raise; include, be among; become, grow, get",,,,짙다,짙어요,짙었어요,짙을 거예요,"to be dark, deep, thick, stronger (than normal things, can't be used for food)",,,,
,들어가다,들어가요,들어갔어요,들어갈 거예요,"to enter, go in",,,,,,,,,,,,
,들어오다,들어와요,들어왔어요,들어올 거예요,"to come in, enter; join",,,,신나다,신나요,신났어요,신날 거예요,"to be excited, become happy; be exciting",,,,
,들여오다,들여와요,들여왔어요,들여올 거예요,to bring in; import,,,,설레다,설레요,설렜어요,설렐 거예요,"to flutter, vibrate, fidget; be excited",,,,
,다가오다,다가와요,다가왔어요,다가올 거예요,"to approach, come near, come closer",,,,즐겁다,즐거워요,즐거웠어요,즐거울 거예요,"to be please, happy (about something), something was enjoyable",,,,
,다가가다,다가가요,다가갔어요,다가갈 거예요,"to approach, go near, get close; make familiar",,,,즐기다,즐겨요,즐겼어요,즐길 거예요,"to enjoy oneself, have fun; enjoy, like, appreciate",,,,
,닥치다,닥쳐요,닥쳤어요,닥칠 거예요,"to approach, draw near (difficulties/tough times) ; shut up, keep one's mouth shut",,,*,반갑다,반가워요,반가웠어요,반가울 거예요,"to be glad, happy, welcome (when you meet someone or see someone/thing that you missed)",,,,
,,,,,,,,,기쁘다,기뻐요,기뻤어요,기쁠 거예요,"to be glad, happy, pleased (narrower in scope/focused on something)",,,,
,집다,집어요,집었어요,집을 거예요,"to pick up; pinpoint, point one's finger on something",,,,,,,,,,,,
*,줍다,주워요,주웠어요,주울 거예요,to pick up (something from the ground that you found); grab; find; gather,,,,,,,,,,,,
,쥐다,쥐어요,쥐었어요,쥘 거예요,"to grip, clench, grasp, hold, seize",,,,슬프다,슬퍼요,슬펐어요,슬플 거예요,to be sad,,,,
,,,,,,,,*,아쉽다,아쉬워요,아쉬웠어요,아쉬울 거예요,"to be sorry, sad; lacking (feeling when an opportunity is missed)",,,,
,,,,,,,,*,안타깝다,안타까워요,안타까웠어요,안타까울 거예요,"to be heart-breaking, frustrating, regrettable, too bad, sad, feeling sorry (loss of something material or something that had potential)",,,,
,돌리다,돌려요,돌렸어요,돌릴 거예요,"to be turned, spun; ran, function",,,,기죽다,기죽어요,기죽었어요,기죽을 거예요,"to be discouraged, down",,,,
,돌려주다,돌려줘요,돌려줬어요,돌려줄 거예요,"to give back, return (something), pay back",,,,화나다,화나요,화났어요,화날 거예요,"to be angry, mad",,,,
,갚다,갚아요,갚았어요,갚을 거예요,"to pay back, repay; return; avenge, revenge",,,,화내다,화내요,화냈어요,화낼 거예요,"to get angry, be mad at, vent one's anger",,,,
,,,,,,,,*,울다,울어요,울었어요,울 거예요,to cry; wrinkle,,,,
,,,,,,,,,울리다,울려요,울렸어요,울릴 거예요,"to ring, sound, echo, go off; make someone cry",,,,
,데려가다,데려가요,데려갔어요,데레갈 거예요,to take someone away,,,,,,,,,,,,
,데려오다,데려와요,데려왔어요,데려올 거예요,"to bring someone with, go and get someone, fetch someone",,,*,껄끄럽다,껄끄러워요,껄끄러웠어요,껄끄러울 거예요,"to be uncomfortable, uneasy, strained (usually regarding relationships); coarse, prickly",,,,
,모시다,모셔요,모셨어요,모실 거예요,"to accompany, take (smb to smth); treat; serve, live with (and help them) (formal)",,,,,,,,,,,,
,만나다,만나요,만났어요,만날 거예요,to meet,,,,,,,,,,,,
,,,,,,,,*,고맙다,고마워요,고마웠어요,고마울 거예요,"to be thankful, grateful",,,,
,,,,,,,,,,,,,,,,,
,놀다,놀아요,놀았어요,놀 거예요,to play/hangout,,,,감동받다,감동받아요,감동받았어요,담동받을 거예요,"to be impressed, moved (stronger emphasis on the passivity)",,,,
,놀리다,놀려요,놀렸어요,놀릴 거예요,"to tease, joke, make fun of; leave something idle, unused",,,,,,,,,,,,
,지내다,지내요,지냈어요,지낼 거예요,"to spend time; to pursue; to associate with, get along",,,,멋있다,멋있어요,멋있었어요,멋있을 거예요,to be cool/awesome,,,,
,사귀다,사귀어요,사귀었어요,사귈 거예요,"to date, go out (with); make friends with, keep company with",,,,멋지다,맞혀요,맞혔어요,맞힐 거예요,"to be(look) cool, nice, lovely; fashionable, stylish (interchangeable with 멋있다)",,,,
,,,,,,,,,나쁘다,나빠요,나빴어요,나쁠 거예요,"to be bad, poor",,,,
,,,,,,,,,나빠지다,나빠져요,나빠졌어요,나빠질 거예요,"to grow worse, deteriorate",,,,
,느끼다,느껴요,느꼈어요,느낄 거예요,"to feel, experience; sense, realize, become aware of; think, know",,,*,더럽다,더러워요,더러웠어요,더러울 거예요,"to be dirty, filthy; mean; awful, terrible",,,,
,느껴지다,느껴져요,느껴졌어요,느껴질 거예요,"to feel (become [feeling]get[feeling]); become impressed, be moved",,,,세다,세요,셌어요,셀 거예요,"to be strong, powerful, solid; count (numbers);turn white (hair, skin)",,,,
,해보다,해봐요,해봤어요,해볼 거예요,"to try, give it a chance; to experience; fight",,,*,사납다,사나워요,사나웠어요,사나울 거예요,"to be wild, fierce, violent, rough (personality or inanimates); harsh, unlucky",,,,
,겪다,겪어요,겪었어요,겪을 거예요,"to undergo, suffer, go through, experience (something difficult or important) (common); get to know",,,,,,,,,,,,
,익숙해지다,익숙해져요,익숙해졌어요,익숙해질 거예요,"to get used to, become experience, get familiar (with)",,,,싫다,싫어요,싫었어요,싫을 거예요,to be unlikeable,,,,
,,,,,,,,*,밉다,미워요,미웠어요,미울 거에요,"be ugly; to hate, be dislikeable",,,,
,,,,,,,,,못되다,못돼요,못됐어요,못될 거예요,"to be bad, mean, evil; under, short of; ugly",,,,
,기다리다,기다려요,기다렸어요,기다릴 거예요,to wait,,,,,,,,,,,,
,늦다,늦어요,늦었어요,늦을 거예요,to be late,,,,,,,,,,,,
,걸리다,걸려요,걸렸어요,걸릴 거예요,to take time; be caught; be hung,,,,진국이다,진국이에요,,,"to be very strong, very hardcore, superb, good shape",,,,
,미루다,미뤄요,미뤘어요,미룰 거예요,"to delay, postpone, put off, procrastinate; shift blame; guess, judge, infer",,,,잘생기다,잘생겨요,잘생겼어요,잘생길 거예요,"to look good, be handsome",,,,
,밀리다,밀려요,밀렸어요,밀릴 거예요,"to be delayed, behind, overdue; no match for, overpowered",,,,못생기다,못생겨요,못생겼어요,못생길 거예요,"to be (look) ugly, unattractive",,,,
,망설이다,망설이에요,망설였어요,망설일 거예요,"to hesitate, be hesitant",,,,,,,,,,,,
,,,,,,,,,꼬시다,꼬셔요,꼬셨어요,꼬실 거예요,"to chase (women), pick up (girls), hit on; tempt, coax",,,,
,,,,,,,,,,,,,,,,,
,보내다,보내요,보냈어요,보낼 거예요,to send; pass (spend) time,,,*,게으르다,게을러요,게을렀어요,게으를 거예요,"to be lazy, idle",,,,
,부치다,부쳐요,부쳤어요,부칠 거예요,"to mail, ship, send; fry; put (something to a vote); be beyond one's capability; cultivate",,,,,,,,,,,,
,지나다,지나요,지났어요,지날 거예요,"to pass, go by",,,,,,,,,,,,
,지나가다,지나가요,지나갔어요,지나갈 거예요,"to go through, pass by, go by; tolerate",,,,바쁘다,바빠요,바빴어요,바쁠 거예요,to be busy,,,,
,지나치다,지나쳐요,지나쳤어요,지나칠 거예요,"to be extreme, excessive, go too far, be too much; pass by, go past; neglect",,,,다행이다,다행여요,다행였어요,다행일 거예요,"to be lucky, fortunate",,,,
,,,,,,,,*,부럽다,부러워요,부러웠어요,부러울 거예요,"to be jealous, envious (no neg. feeling towards the subject of envy)",,,,
,거치다,거쳐요,거쳤어요,겨칠 거예요,"to go through (a process or stage [something that could block you]), pass (through); be stuck, hesitate; be examined",,,*,외롭다,외로워요,외로웠어요,외로울 거예요,to be lonely,,,,
,,,,,,,,,미치다,미쳐요,미쳤어요,미칠 거예요,"to go mad, (go/be) crazy, crazy (about); reach, influence, affect",,,,
,건네다,건네요,건넸어요,건넬 거예요,"to pass, hand over, deliver; speak to",,,*,무섭다,무서워요,무서웠어요,무서울 거예요,"to be scary, scared",,,,
,건너다,건너요,건넜어요,건널 거예요,"to cross (over), go across; be passed on, skip",,,*,두렵다,두려워요,두려웠어요,두려울 거예요,"to be fearful, afraid, frightened (of something that might happen/dreading something)",,,,
,건너가다,건너가요,건너갔어요,건너갈 거예요,"to cross, go across",,,,,,,,,,,,
,날다,날아요,날았어요,날 거예요,"to fly; move fast, run away",,,,,,,,,,,,
,날아가다,날아가요,날아갔어요,날아갈 거예요,"to fly away, be blown; be gone, lost",,,,놀라다,놀라요,놀랐어요,놀랄 거예요,"to be surprised, astonished, startled",,,,
,,,,,,,,*,놀랍다,놀라워요,놀라웠어요,놀라울 거예요,"to be surprising, startling; wonderful, marvelous (adj) (something is surprising)",,,,
*,오르다,올라요,올랐어요,오를 거예요,"to go up, ascend, climb up, get on; rise, be promoted, raised; increase, appreciate, advance",,,,부르다,불러요,불렀어요,부를 거예요,"to call out, gesture, say; full (filled up)",,,,
,올라가다,올라가요,올라갔어요,올라갈 거예요,"to go up, rise, ascend, increase; go northward; be submitted, be sent",,,,불리다,불려요,불렸어요,불릴 거에요,"to be called, named; to soak; increase, extend",,,,
,올라오다,올라와요,올라왔어요,올라올 거예요,"to come up, ascend",,,,비다,벼요,볐어요,빌 거예요,"to be empty, vacant; free, available, have, spare; be lax, loose; empty-headed",,,,
,올리다,올려요,올렸어요,올릴 거예요,"to raise, lift up; increase; drive up; offer; achieve, obtain",,,,비우다,비워요,비웠어요,비울 거예요,"to empty, vacate; move out, vacate, check out; step out",,,,
,,,,,,,,,,,,,,,,,
